screen_name,created_at,location,source,hashtags,text
CharleyLovatoJr,2020-04-21 16:16:07,"Hayward, CA",Twitter for iPhone,,CBS reporter Weijia Jiang asked Trump why he downplayed COVID-19 — he told her to keep her voice down https://t.co/WF5Ylkphae
Lairalis,2020-04-21 16:16:07,"Augusta, GA",Twitter for iPhone,,Everyone seeking to understand the extent of Trump’s botched response to COVID-19 must recognize that Trump wasted one of the country’s best weapons to fight a pandemic: The Strategic National Stockpile of protective equipment. https://t.co/5ABsuqCZnr
AppleChilli,2020-04-21 16:16:06,"Washington, DC",Twitter for iPad,,"This morning nurses protested for PPE - in front of the White House.

They read the names of healthcare workers who have given their lives trying to save others from COVID-19.

And the list felt endless.

This situation is unacceptable. We need to support our nurses. Now. https://t.co/jKl4JpKP3L"
lifeisgoodform,2020-04-21 16:16:06,"Florida, USA",Twitter Web App,,Trump may not even get to the COVID-19 part of his COVID-19 press conference today. https://t.co/MZCpDnpqNY
JackieIversArch,2020-04-21 16:16:06,"Plymouth, MN",Twitter for iPhone,,Everyone seeking to understand the extent of Trump’s botched response to COVID-19 must recognize that Trump wasted one of the country’s best weapons to fight a pandemic: The Strategic National Stockpile of protective equipment. https://t.co/5ABsuqCZnr
studiowade,2020-04-21 16:16:06,"Atlanta, GA",Twitter for iPhone,,"Mad about Kemp's order to re-open businesses as early as this week in order to avoid having to pay unemployment to the associated workers? You should be. Tell him about it here https://t.co/wTXLtiJ4Yc select ""COVID-19: Other Concerns"""
ALS1976,2020-04-21 16:16:06,"Pennsylvania, USA",Twitter Web Client,,"Schmuck
https://t.co/WEJC1eVN2w"
td21241,2020-04-21 16:16:06,"Maine, USA",Twitter for Android,,"San Diego police may prosecute anti-lockdown protest organizers.

1st amend right to free speech, peaceably assemble, &amp; petition govt for redress of grievances... UNLESS COVID.

So glad power-hungry politicians are telling us what the framers MEANT to write in the Constitution."
danrivera01843,2020-04-21 16:16:05,"Lawrence, MA",Twitter for Android,,"K-12 schools in Massachusetts will not reopen this academic year, Gov. Charlie Baker just announced, marking the latest dramatic COVID-19 response.  Baker also says he'll have more to say soon about reopening the economy. #mapoli"
MomsRising,2020-04-21 16:16:05,U.S.A.,CoSchedule,,"Have you seen @GovernorTomWolf’s plan to reopen Pennsylvania? It features a three point plan to provide Relief to residents and businesses, prepare for a data driven Reopening of the Commonwealth, and develop a Recovery framework for Pennsylvanians. ➡️ https://t.co/4YHT5CdfjZ"
IIapexnineII,2020-04-21 16:16:05,"Pittsburgh, PA",Twitter for Android,,"@filth_filler My father basically made fun of me for adhereing to the advice of science &amp; medicine in regards to COVID. Oh, well. It could be worse. I'm happy he hasn't gotten sick and hope he doesn't."
knoxvillebiz,2020-04-21 16:16:05,"Knoxville, TN",SocialNewsDesk,,"Knoxville Biz Ticker: Averitt provides masks to more than 5,000 drivers and frontline associates https://t.co/yL88iUDo04"
DJEndres,2020-04-21 16:16:05,USA,Twitter Web App,,"@James_Beasley @IvankaTrump Fauci's alleged expertise has become tainted by those with whom he has chosen to associate himself over the years.  Not just a few physicians, but 6,200 doctors (across 30 countries) involved regarding hydroxychloroquine’s efficacy:  https://t.co/HmkJnb36Ex"
MattLawry,2020-04-21 16:16:04,"Phoenix, AZ",EveryoneSocial,,From Response To Resilience: Economic Recovery Routes Beyond COVID-19 https://t.co/IjYi70Szlo
KadeMcmanus,2020-04-21 16:16:04,"Milwaukee, WI",Twitter for iPhone,,The real virus is overdoses/abuse which has killed more essential  people than COVID-19 ever will. Fentanyl laced drugs are the real virus sent to America from China.  Three young people died at one time last night in lockdown from doing fentanyl laced drugs. This has to stop.
ducgummybuns,2020-04-21 16:16:04,"Chicago, IL",Twitter Web App,COVID19,"As we continue to grapple with the #COVID19 pandemic, it's critical we ensure the safety of the nation’s food supply and protect essential workers in the food supply chain. I joined my colleagues to ask the administration to take action on this now: https://t.co/I2IxNAH4oo"
Laura78703,2020-04-21 16:16:04,"Austin metro, Texas",Twitter for Android,,Opinion: Trump’s calls to ‘liberate’ states will lead to the second wave of coronavirus https://t.co/YLnYNVbsYv
HeleneA456,2020-04-21 16:16:04,"Florida, USA",Twitter for Android,,"@JoyAnnReid Fl Governor is a little Trump puppet.  Ga Governot did not realize  you could NOT be sick and still test + for COVID 19 AND spread it.  Now Ga is opening gyms, resturants,  and movie theaters??  And, GA mayors cannot override Gov.  Scary."
tuktuklex,2020-04-21 16:16:04,"Kentucky, USA",Twitter for iPhone,,"Hey @BrianKempGA 
You want me to reopen because everything is gonna be fine, but the WH is now banning any immigration because of the ongoing RAVAGES OF COVID. So which whackadoodle road should I follow?"
WriterMcCulloch,2020-04-21 16:16:03,"Logan, UT",Twitter Web App,,"Let them eat Covid-19
https://t.co/q9JvBVfC6d"
hartfordline,2020-04-21 16:16:03,"Connecticut, USA",Twitter Web App,heroesmovingheroes,"Protect your family &amp; ours by stopping the spread.

Passengers should wear a mask or cloth face covering on all CTrail Hartford Line trains &amp; stations. Do your part to protect our #heroesmovingheroes &amp; we’ll do ours to keep CT moving safely during this COVID-19 emergency."
luiseruerup,2020-04-21 16:16:03,"Manhattan, NY",Twitter for iPhone,,"It is my pleasure to announce the appointment of the Permanent Representative of Afghanistan @AfghanMissionUN and the Permanent Representative of Croatia @CroatiaUN, as co-coordinators for the General Assembly on #COVID-19-related initiatives. 

https://t.co/8YgtU6nc1F https://t.co/hQimTRKvru"
edsreplyguys,2020-04-21 16:16:02,MA,Twitter for iPhone,,"Air pollution makes the COVID-19 crisis worse.

Ignoring social distancing makes the COVID-19 crisis worse.

Enbridge is putting lives at risk.
https://t.co/f4HVJ85qJL"
schorgie30,2020-04-21 16:16:02,"Denver, CO",Twitter for iPhone,,"Mirrors that help with hand washing, drones that can sense virus hotspots, and robots that disinfect operating rooms — engineers around the world are adapting existing technologies to help with the challenges posed by COVID-19. (via @DinsaSachan) https://t.co/zUJcqyrBwi"
frost_silvas,2020-04-21 16:16:02,"San Antonio, TX",Dynamic Signal,"Covid, cosmetic","Once the #Covid-19 pandemic is over, expect to see a big rebound for #cosmetic sales in China, says Neil Wang, Partner and MD, Frost &amp; Sullivan China https://t.co/DRuK0YMilj"
NotReaching,2020-04-21 16:16:02,"Alexandria, VA",Twitter for iPhone,,"@glennkirschner2 It’s interesting that the southern states wants to open businesses like barber shops, nail and hair salons as these are primarily workers who are people of color and are more susceptible to COVID-19!!!"
dailyadvance,2020-04-21 16:16:02,"Elizabeth City, NC",dlvr.it,,ARHS reports first COVID-19 death in Pasquotank https://t.co/MCh9Gtzgnv https://t.co/MPLTqiVigy
byelenak,2020-04-21 16:16:02,"Tewksbury, MA",TweetDeck,,"K-12 schools in Massachusetts will not reopen this academic year, Gov. Charlie Baker just announced, marking the latest dramatic COVID-19 response.  Baker also says he'll have more to say soon about reopening the economy. #mapoli"
AtlantaNewsFeed,2020-04-21 16:16:02,"Atlanta, GA",breakingatlantanews.com,,Atl Business Chronicle: Delta exec rescinds retirement to lead COVID-19 response https://t.co/0fXXAm8vzY
ASRT,2020-04-21 16:16:01,"Albuquerque, NM",Sprout Social,,"A medical center in Hershey, Pennsylvania, is offering walk up chest x-ray procedures for COVID-19 patients. The x-rays are conducted from behind a window protecting the technologist and the patient.
https://t.co/6sm2VaCSxv"
CWilliamson44,2020-04-21 16:16:01,"New York, USA",Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
QueenCowbell,2020-04-21 16:16:01,"Mississippi, USA",Twitter for Android,,Well smh! Got the news yesterday that my granny is positive for Covid 19!! Hopefully y’all will plz send them prayers up for my family!
AtlantaInno,2020-04-21 16:16:01,"Atlanta, GA",Sprout Social,,"Advice and Messages of Hope from Atlanta VCs During COVID-19 @OverlineVC @shadowventures 
 - https://t.co/OF9k6kFyxt"
lynn1219,2020-04-21 16:16:00,"New Jersey, USA",Twitter for Android,,"Since these “95%” and “96%” polls don’t actually exist, @realDonaldTrump, why not just say “100%” or “120%”?

And now that 42,000 have died of covid-19, do you have anything to say to the families of the many thousands of them who died because you lied about the virus for weeks? https://t.co/pwtrNAZ969"
JJRyanMD,2020-04-21 16:16:00,"Salt Lake City, UT",Twitter Web App,,"2020 ESC Statement on the Diagnosis and Management of CV Disease in the Context of the COVID19 Pandemic just published. Proud to be part of such an accomplished group of cardiovascular scientists and physicians!

https://t.co/HyLczMOoZ2 https://t.co/1gGVPxcyXQ"
FBDemocrats,2020-04-21 16:16:00,"Fort Bend County, Texas",Twitter Web App,,"@JohnCornyn Funny, other countries have the same medical conditions and far fewer deaths.

""The Secret to Germany’s COVID-19 Success: Angela Merkel Is a Scientist""
https://t.co/nEl9l1VHcD"
anndavisgarvin,2020-04-21 16:16:00,"Michigan, USA",Twitter Web App,,"The city of Detroit today crossed the 700 mark in coronavirus deaths. 

It has 716 deaths, an increase of 75 deaths since yesterday.

The city’s death rate has surpassed 100 (per 100k people).

https://t.co/zYhA6j3CcK https://t.co/epYM004Hxw"
EmsiData,2020-04-21 16:16:00,"Moscow, ID",HubSpot,"COVID19, highered, EmsiData",Colleges and universities will play a crucial role in their community's recovery from #COVID19. Join our webinar tomorrow to learn how #highered can use labor market data to adapt and stay informed: https://t.co/sqNeEO7Hvb #EmsiData https://t.co/c3mxrfuXLl
CleveJN,2020-04-21 16:16:00,"Cleveland, Ohio, USA",Sprout Social,,"Israel’s COVID-19 death toll rose to 181 on Tuesday, after four more people succumbed to the disease overnight Monday and on Tuesday morning. https://t.co/eZdjbzK6p5"
coldcash98,2020-04-21 16:16:00,"Cincinnati, Ohio",Twitter Web Client,,Amazon’s COVID-19 blog: daily updates on how we're responding to the crisis https://t.co/8QUHu67Ks8
UWSystem,2020-04-21 16:16:00,Wisconsin,TweetDeck,AllinThisTogether,"U.S. Navy Lt. Patrick Marsh, a @UWEauClaire alum and ER nurse on the hospital ship USNS Mercy, is treating non-COVID-19 patients off the Port of Los Angeles so medical workers at LA-area hospitals can focus on COVID patients. https://t.co/IsTkcrwGqD #AllinThisTogether"
fox7austin,2020-04-21 16:16:00,"Austin, TX",TweetDeck,,An interactive map has been launched by @Facebook that shows how many people have reported experiencing COVID-19 symptoms by county. https://t.co/aTW4ArKD8E
Antoinotabot,2020-04-21 16:16:00,USA,Twitter for Android,,"Dr. Birx is an Army Colonel and a subject matter expert who has dedicated her life to fighting infectious diseases.

Why shouldn’t she also be able to speak?
 
“Joe Biden: Dr. Anthony Fauci should be 'only person' public hears from during COVID-19 crisis”

https://t.co/K8AsHJLtdA"
jcmarycal,2020-04-21 16:16:00,"Jefferson City, MO",Twitter for iPhone,,Everyone seeking to understand the extent of Trump’s botched response to COVID-19 must recognize that Trump wasted one of the country’s best weapons to fight a pandemic: The Strategic National Stockpile of protective equipment. https://t.co/5ABsuqCZnr
CapodilupoJerry,2020-04-21 16:15:59,Miami Beach Florida  U.S.A.,Twitter for Android,,https://t.co/EuQPii0i6d Covid ...another wave ...Niagra Falls...slowly I come...
maggiemlln,2020-04-21 16:15:59,"Laramie, WY",Twitter Web App,,Do you think you have or had COVID-19 but was unable to get tested? I want to hear your story for a possible @WYPublicRadio story. Dm me or email kkudelsk@uwyo.esu
papanoel_cool,2020-04-21 16:15:59,"Gaithersburg, MD",Twitter for Android,,@SEAsheltie @lymanstoneky @ElonBachman @AlexBerenson That's true but the typical flu season was almost over by the time covid hit hard. It will be really interesting to see what the winter 20-21 flu season looks like.
KevinTPitts,2020-04-21 16:15:59,University of Illinois,Twitter Web App,,"It seems like in wealthy Western countries with bad outbreaks of COVID-19, total excess mortality is about 1.5x higher than confirmed COVID-19 deaths. Quick thread on how I think about this.

https://t.co/ybmRpb7wRQ"
Dr_Straker,2020-04-21 16:15:59,"Marlborough, MA",Twitter Web App,,So. The first governor to start re-opening his state is the one who said last month that he didn't know COVID could be passed by asymptomatic persons? Do I have that right?
catperson19,2020-04-21 16:15:59,"Kansas City, Missouri",Twitter for Android,,"We know that immigrants make the United States great. With 10,300 DACA recipients working in hospitals across the country, they are crucial to ending the COVID-19 pandemic. We cannot allow President Trump to exclude future immigrants from the fabric of our nation. #ImmigrationBan https://t.co/XRfFtR9jt1"
cindyscott54,2020-04-21 16:15:59,"Clermont, FL",Twitter for Android,,"These ""liberate America"" protesters don't want liberty. They want control. They want to force others to play by their death-cult rules.
My freedom to live must be every bit as protected as their freedom to die. My latest in @thenation 
https://t.co/fOZyNUmSQ7"
rajirosi,2020-04-21 16:15:58,"Nixon, PA",Twitter for iPhone,,"According to new antibody tests, as many as 65 million Americans are already infected with COVID-19. That puts CFR at about 0.06%, or LESS THAN the flu.

You get that Liberal babies? Your precious COVID-19 is LESS DEADLY than the flu.

Trump is calling your bluff."
GroulxMaizy,2020-04-21 16:15:58,"Cary, NC",Twitter for iPhone,,"Ashlee Ramirez, a registered nurse who has spent the last month working long hours in an emergency room and helping to intubate COVID-19 patients, has not received stimulus money because she files her taxes jointly with her husband, Fredy, a Honduran citizen https://t.co/7AAeUWqjRP"
_michaellevin,2020-04-21 16:15:58,"San Francisco, CA",Twitter for iPhone,immigrationban,"This #immigrationban is flat out unacceptable. I realize there are many in my feed, especially amongst my friends who are Trump supporters, that this policy change will never impact. But it impacts me. It doesn't protect anyone against COVID. And you should care. 1/x"
JohnJHarwood,2020-04-21 16:15:58,"Washington, DC",Twitter for iPhone,,"Seven COVID-19 cases appear to be linked to Wisconsin election, Milwaukee health commissioner says 

https://t.co/S8Rgnia1HU"
Adjustedwell,2020-04-21 16:15:58,USA,Twitter for Android,,"Dems: Voter ID is suppressing the rights of people!

Dems: Without COVID ID you cannot leave your house!"
EmelyVillatoro1,2020-04-21 16:15:58,"Carpinteria, CA",Twitter for iPhone,,"If you could end Covid-19 by sacrificing a part of Texas, which city would you choose and why Dallas?"
timf822,2020-04-21 16:15:58,"Lafayette, LA",Twitter Web App,,"Joe Biden: Dr. Anthony Fauci should be 'only person' public hears from during COVID-19 crisis 🤔

Why not Dr. Birx?

This sounds sexist to me.  Maybe Dr. Birx is just too old for his liking 😏

https://t.co/WWFr2qApGz"
foundation_west,2020-04-21 16:15:58,"Santa Fe, NM, USA",Twitter for Android,,"These ""liberate America"" protesters don't want liberty. They want control. They want to force others to play by their death-cult rules.
My freedom to live must be every bit as protected as their freedom to die. My latest in @thenation 
https://t.co/fOZyNUmSQ7"
SprungherJerry,2020-04-21 16:15:58,"Chicago, IL",Twitter for iPhone,,"WATCH LIVE: Funeral for CPD Sergeant Clifford Martin, who died from COVID-19: https://t.co/YJ582q19YX"
Italianmike,2020-04-21 16:15:58,Iowa,Twitter Web App,,"As of Thursday, according to the Johns Hopkins tracker:

US Population: 328 million
US COVID-19 Cases: 667,801
US COVID-19 Deaths: 29,465

Spain, Italy, France, Germany, UK Population: 323 million
S,I,F,G,UK COVID-19 Cases: 742,823
S,I,F,G,UK COVID-19 Deaths: 77,186

TY @POTUS"
neumannmedia,2020-04-21 16:15:58,"Neumann University - Aston, PA",Twitter Web App,COVID_19,"""The #COVID_19 situation may have resulted in campuses closing across the country, &amp; the world, but students are not staying silent,"" writes Rob Quicke, founder of @collegeradioday &amp; a professor at @wpunj_edu &amp; advisor to @bravenewradio
#collegeradio
https://t.co/sAuUSU8jVo https://t.co/5DRCPcmmKg"
satisfyMYSOUL__,2020-04-21 16:15:57,"Maryland, USA",Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
TNKABTIT,2020-04-21 16:15:57,"San Francisco, CA",Twitter for iPhone,,@realDonaldTrump Behold a Trump supporter who believed you and Fox News. John McDaniel died a couple of days ago from Covid-19. https://t.co/giGDYaYcpG
fsls,2020-04-21 16:15:56,USA,Twitter for iPhone,,@BeholdIsrael Well here in the USA if you die from ANYTHING AT ALL right now it is a Covid death. They are falsifying numbers. Even to counting “probable cases” .
scineegurl,2020-04-21 16:15:56,"Texas, USA",Twitter for Android,coronavirus,"If every wanna-be Rosa Parks seriously thinks we shouldn't quarantine to restrain the #coronavirus, then they should sign a ""Do Not Resuscitate"" order before protesting

Americans who don't want to get #COVID thank you for your patriotism."
mhart45,2020-04-21 16:15:56,"Troy, NY",Twitter for iPhone,,"Officials in Wisconsin have traced at least 7 positive COVID-19 cases back to in-person voting for the April 7 election (key phrase being *at least*) in Milwaukee. The city, which usually has 180 polling locations, operated with just 5 on election day https://t.co/aNq7J2aDub"
EdwardEmerling,2020-04-21 16:15:56,"Maryland, USA",Twitter for iPhone,,Maybe not allowing immigrants to come into the country with the largest number of Covid-19 cases is actually protecting them. 🤷🏽‍♂️ https://t.co/N0DfuoljlH
OfficialKaylene,2020-04-21 16:15:56,"Boston, MA",Twitter for iPhone,,I will retweet any information about injustice toward Black people in China until a major news outlet investigates and airs what’s going on. COVID-19 ORIGINATED IN CHINA...and now they’re treating Black people like subhumans as a result?!?! Any excuse to be racist. https://t.co/EhNPPzEMD7
MichelleWRCB,2020-04-21 16:15:55,"Chattanooga, TN",Twitter for iPhone,,I talked to the owner of River Street Deli about moving forward in a post COVID-19 world and how he’s digging deep to stay in business. @WRCB
cheryl_cunha,2020-04-21 16:15:55,"San Diego, CA",Twitter for Android,,Media likes Pandemic Panic More people stay home watch the news Funny how the media last time never reported the Gavin Newsom recall Yet almost 10 TIMES  the number of people signed it than Covid 19 cases reported in California https://t.co/E6EMBt5qf8 https://t.co/TRIni0X22J
Felix_Forte,2020-04-21 16:15:55,"Los Angeles, CA",Twitter for iPhone,,"Dr. Fauci warns against reopening economy too soon: “Unless we get the virus under control, the real recovery economically is not going to happen. If you jump the gun and go into a situation where you have a big spike, you’re going to set yourself back."" https://t.co/TrKwf3itRg"
MitchellB66,2020-04-21 16:15:55,"Winona, MN",Twitter for iPhone,,"Because of the coronavirus, Carl Long, owner of @MBMMotorsports, had to lay off all his employees. He's giving workers loans, hoping they get reimbursed by the government. 

https://t.co/gk3PkiqXsJ"
JeffDColgan,2020-04-21 16:15:55,"Providence, RI",Twitter for iPhone,,Covid-19 has temporarily depressed oil markets. Time to enact climate policies that target high-emitting oil supplies while demand is way down. It's the only way to turn this Titanic. RT https://t.co/ZRUHvoQZM4 @emorwee @WatsonInstitute @jgkoomey
TheNiceGuysMAGA,2020-04-21 16:15:55,"TN, TX, NC & NJ",Twitter for Android,COVID,"From Sweden: a new study shows at least 11 percent of people in Stockholm have #COVID antibodies (meaning they already have had COVID and recovered). The actual number is likely much higher. (Another scientist in the article says the real figure is 1/3.)

https://t.co/tmXizkqTbZ"
wsmith6423,2020-04-21 16:15:54,USA,Twitter for Android,,Joe Biden: Dr. Anthony Fauci should be 'only person' public hears from during COVID-19 crisis https://t.co/W8oky1LDEi
JPCTumblr,2020-04-21 16:15:54,"Granite City, IL",TweetDeck,COVID19,"Yesterday on ABC’s Good Morning America, Dr. Anthony Fauci succinctly stated that prematurely removing COVID-19 mitigation measures will backfire. #COVID19 

https://t.co/xQaVajfdeE
https://t.co/K74ntvFAqz"
slythuga,2020-04-21 16:15:54,"Atlanta, GA",Twitter for iPhone,,"Great News! Govenor Kemp of Georgia is opening beeches, gyms, resturants, movie theatres, bowling alleys, and hair &amp; nail salons! South Carolina is opening up retail stores! Tennessee SOON! Now the 700,000 Americans who have MILD Covid 19 symptoms have a place to go for vacation!"
SpacemanPete22,2020-04-21 16:15:54,"Dallas, TX",Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
davidjshort1,2020-04-21 16:15:53,"Illinois, USA",Twitter for iPhone,,Breaking: Tennessee and Georgia governors launched efforts Monday to reopen their states from Covid. https://t.co/XP01sZMC8C
HOUmanitarian,2020-04-21 16:15:53,"Houston, Texas, U.S.A.",Buffer,,"From sick visits to follow-ups and everything in between, here’s how to schedule appointments and access care for conditions other than #COVID19: https://t.co/F6CmfxHbZI

#StayHome #PrimaryCare https://t.co/Xed8GWGcaL"
SugalskiLaura,2020-04-21 16:15:53,"Pennsylvania, USA",Twitter for Android,,"@prayingmedic @tanmanII India has had only 500 Corona Virus deaths with a population of 1.3 billion residents. 
After heeding President Trump's advice in March, India began recommending and subsequently administering Hydroxychloroquine to its citizens diagnosed with Covid-19. 
https://t.co/VMV4KxpjFf"
Healthcare_CRE,2020-04-21 16:15:53,"Houston, TX",Twitter Web App,"Healthcare, CRE",2020 #Healthcare Marketplace Report: Challenges Ahead Due to COVID-19 https://t.co/WStrdiUYNt #CRE https://t.co/PYu5B7kyTp
HinduAsokachary,2020-04-21 16:15:53,san jose CA,Twitter Web App,,"NY Gov. Cuomo on those who say they want to reopen because they don't want to take political heat.

“If you don't want to take political heat, you shouldn't be in the political kitchen”

https://t.co/UXPuQyaR0P https://t.co/63KeCnFTfM"
lena01056706,2020-04-21 16:15:52,"California, USA",Twitter for iPhone,,The Foolish GOP Proposal to Open China to American Lawsuits over COVID-19 - my @NRO column: https://t.co/k8A1Pc8pLl
TheWatchmanNews,2020-04-21 16:15:52,"Illinois, USA",Twitter Web Client,,"Covid-19 mutations underestimated, Chinese scientists warn, as DEADLIEST strains grip Europe and US — RT World News https://t.co/XcfPPDbsfc"
lisacosmo,2020-04-21 16:15:52,"Bay Area, California",Twitter for Android,,"Democrat governor’s have many ways of exerting their NWO control

Democrat governor‘s are blocking access to life-saving COVID-19 medications while republican run states allow it this control comes through their departments of health https://t.co/aeweWVsCZo https://t.co/csNZj3wWRc"
49nersutefan,2020-04-21 16:15:52,"Dumbfuckistan, Utah, USA",Twitter for Android,,"The way Trump flippantly talks about these COVID-19 deaths, it’s very clear he sees these people as numbers and not real people with lives and families."
fireJimJordan,2020-04-21 16:15:52,Ohio,Twitter for Android,,"When the history of @realdonaldtrump’s handling of Covid-19 is written, the first chapter will be all about down-playing, and the second about blame-shifting.
https://t.co/livEHLKBUG"
CynthiaFunesPhD,2020-04-21 16:15:52,"Phoenix, AZ",Twitter Web App,,"After years of declines, prescriptions for sleeping pills are on the rise, in the context of this COVID pandemic. See the full report:  https://t.co/2VpTwnR3WR"
DCQuestions,2020-04-21 16:15:52,"Alexandria, VA",Twitter for Android,,Man Who Called Ohio's Lockdown Order 'Bullshit' Has Succumbed To COVID-19 | Crooks and Liars https://t.co/6ZawIlqg0h
koch969,2020-04-21 16:15:52,"Osprey, FL",Twitter for iPhone,,Everyone seeking to understand the extent of Trump’s botched response to COVID-19 must recognize that Trump wasted one of the country’s best weapons to fight a pandemic: The Strategic National Stockpile of protective equipment. https://t.co/5ABsuqCZnr
realDonaldInfo,2020-04-21 16:15:52,"Washington, DC",Fake News Media,,"Maryland Gov. Larry Hogan tells @TheView he was “taken aback” by President Trump’s “biting attacks” criticizing him for buying COVID-19 tests from South Korea.

Hogan says Trump asked ""governors to get their own testing"" and that's what he did. https://t.co/UmnyNAt8Qd https://t.co/LykefGsVG2"
SocialNetPromo1,2020-04-21 16:15:51,"Westlake Village, CA",Twitter for iPhone,,"Schmuck
https://t.co/WEJC1eVN2w"
terpeneprofile,2020-04-21 16:15:51,"Massachusetts, USA",Twitter for iPhone,,most people want clean legal weed and if they don’t won’t block others from accessing it. most people want to avoid getting and spreading COVID and accept the cost. the minority that disagrees focuses on getting earned media because that’s their only tool.
egray127,2020-04-21 16:15:51,Southerner. But I live in Iowa,Twitter for iPhone,,Please share this with those who have COVID-19 questions and need an interpreter. https://t.co/xV3d8S0Vam
ByrdMan0914,2020-04-21 16:15:51,"Michigan, USA",Twitter for iPhone,,YES i tested POSITIVE for the ‘covid’ NO i will not stay HOME this is a FREE COUNTRY and i need a HAIRCUT we need to REOPEN the ECONOMY so i can get BACK to my JOB at the PICKLE FACTORY to TELL my BOSS gary i QUIT no one FUCKS my WIFE not even ME
jeremyhsu,2020-04-21 16:15:51,"New York, NY",Twitter for Android,,How the COVID-19 pandemic could reshape hospitals https://t.co/NkgM8Wg5JL @jeremyhsu @FastCompany
LiturgyYear,2020-04-21 16:15:51,"Muskegon, MI",Twitter for iPhone,,State of Georgia announces it is re-opening while they have 28-3 lead on COVID-19.
Introvert6581,2020-04-21 16:15:50,"New York, USA",Twitter for Android,,Heavily armed protestors in Pennsylvania demonstrating against protecting Americans from COVID-19 think military grade weapons will protect them from imaginary threats in their heads. Playing dress-up during a pandemic while endangering public safety should result in big fines. https://t.co/Ec90JZyenb
granitestatecu,2020-04-21 16:15:50,"Manchester, NH",LaterMedia,,"We offer Skip-A-Pay to help make our members' lives a little less stressful. ⁠
⁠
To submit a Skip-A-Pay request visit: https://t.co/5UoGeBOeAd ⁠
⁠
For mortgage and real estate loan relief please submit a request for more information visit: https://t.co/Q0IssX2rEE https://t.co/lj1GmMJpTu"
hannah4peace2,2020-04-21 16:15:50,Kansas,Twitter Web App,COVID19,Nurses are not getting the protections they desperately need to fight #COVID19. @NationalNurses is demanding Congress act now. Add your name:  https://t.co/R3bxFPlZzk
jayprez75,2020-04-21 16:15:50,"New Jersey, USA",Twitter for iPhone,,@SebastianComedy Now that is CULO-vid 20. Next lever covid 19
statehousenews,2020-04-21 16:15:50,"Boston, MA",Twitter Web App,mapoli,"K-12 schools in Massachusetts will not reopen this academic year, Gov. Charlie Baker just announced, marking the latest dramatic COVID-19 response.  Baker also says he'll have more to say soon about reopening the economy. #mapoli"
LynnReyor,2020-04-21 16:15:50,"Blanchard, OK",Twitter for Android,,How long before Dems insist it's now safe to open the country back up now that POTUS is temporarily suspending immigration into our country due to COVID-19?
phboshers,2020-04-21 16:15:50,"Wichita, Kansas",Twitter for Android,,"This is genocide. Republican party leaders want to satisfy their own material needs by killing the most vulnerable. They know that black and brown people are disproportionately dying from Covid-19.

White people must speak out now. Don't be complicit.

https://t.co/KaGnXzrk8O"
COLTMarlar,2020-04-21 16:15:50,Kansas,Twitter for iPad,,"Today, approximately 36,750 National Guard members continue to battle the COVID-19 pandemic across the U.S. #InThisTogether 📷:https://t.co/ZuX1Wds0OI https://t.co/W5objuFMsD"
whpresscorps,2020-04-21 16:15:50,"Washington, DC",TweetCaster for Android,,"BANANAS: Chris Cuomo, Recovered From COVID, Stages Weird 'Official' Emergence  https://t.co/5lYiPPE4xW"
PPSPtweets,2020-04-21 16:15:49,Southeastern Pennsylvania,Twitter Web App,abortionaccess,"wanna hear about #abortionaccess especially during COVID? register for our upcoming virtual gathering with @AbortionFunds Founder, Marlene Gerber-Fried &amp; @ifwhenhow Senior Counsel, Farah Diaz-Tello. https://t.co/7yv1ZOyVL8 https://t.co/tmNgDL7NXf"
kcengel,2020-04-21 16:15:49,"San Luis Obispo, CA",Twitter Web App,"COVID19, journalists",Want to hear from journalists talking about everything from the Arab Spring to COVID-19 coverage in China and how Chernobyl comes in? Join us today @UnivNebPress @PotomacBooks #COVID19 #journalists https://t.co/W7Z9l4UpLE
realDonaldInfo,2020-04-21 16:15:49,"Washington, DC",Fake News Media,,"NY Gov. Cuomo says he will “tell the truth” when meeting with Pres. Trump later today.

""Life is a fine line. Being in government is a fine line. Everything is a fine line ... I'll tell you how you negotiate the fine line: You tell the truth""

https://t.co/UXPuQyaR0P https://t.co/qwgqA5kVlf"
robertgolden14,2020-04-21 16:15:49,"Newport Beach, CA",Twitter Web Client,,The official count of COVID-19 cases doesn’t tell us how many people are actually infected. But a statistic called the test-positivity rate could. @yayitsrob and @alexismadrigal report. https://t.co/oX1Rg2Q3ks
AZFLG,2020-04-21 16:15:49,"Arizona, USA",Twitter Web App,,"MUST-READ: ""Trump Says He’ll End Obama-Era Funding To Chinese Lab That May Have Spawned The Coronavirus""

(@DailyCaller @DavidKrayden)

https://t.co/Nf7Tvr2RGF"
LoysaZ,2020-04-21 16:15:49,"Colorado, USA",Twitter for Android,,COVID numbers getting redefined again? - American Thinker https://t.co/0kKE7SvDtu
