screen_name,created_at,location,source,hashtags,text
CassiusLife_,2020-04-21 16:29:32,"New York, NY",Twitter for iPhone,,"Supreme Dropping COVID-19 Relief Box Logo Tee, Features Takashi Murakami Artwork [Photos] https://t.co/PkEoKaVseT https://t.co/e149ygsoyi"
RichardGupton,2020-04-21 16:29:31,"Washington, DC",Twitter Web App,"Corn, COVID19",#Corn producers see $50/acre revenue declines amid #COVID19 pandemic @NationalCorn https://t.co/wk5oQiElHI
yocoachd,2020-04-21 16:29:31,"Oregon, USA",Twitter for iPhone,,"We couldn’t do what we do without the support of our incredible athletic partners 🙌

If you’re looking for businesses to support amidst the trials of the COVID-19 pandemic, we highly encourage you to check out these fine places, many of which are locally owned and operated. ⬇️ https://t.co/5rI3lOJLEb"
KenLaCorte,2020-04-21 16:29:31,"San Francisco, CA",Twitter Web Client,,"One other key point - about 190,000 Americans over 85 have died this year, and 345,000 over 75. Many of those died from respiratory illness or pneumonia. Thus, depending on how loose the criteria becomes for #COVID probable deaths, the #COVID numbers can get very big very fast."
SeaRavenPress,2020-04-21 16:29:31,"Franklin, Tennessee, USA",Twitter Web App,,🚨🚨@USDA will be providing $19billion to America’s farmers and ranchers impacted by COVID-19. Thanks @realDonaldTrump for your unwavering support for 🇺🇸 Agriculture.
sandylocks,2020-04-21 16:29:31,"NY, LA, SF & Canton, OH",Twitter Web App,,"w/racial data of COVID infections showing communities of color disproportionally affected, we need to understand two things: 1. This is an issue of race 2. The social conditions (which are racialized) put them in harm has been in place for generations. https://t.co/XNdnzWkIeP"
JasonWyatt13,2020-04-21 16:29:30,"Tampa, FL",Instagram,"maskon, staystrapped, besafe, healthcare, besafe, corona, covid","They say you can feel perfectly fine and still have covid-19. I'm a homebody but when I do go out I want to make sure I'm protecting others. 

#maskon #staystrapped #besafe #healthcare #besafe #corona #covid… https://t.co/RjoqKpukAz"
BostonRegionMPO,2020-04-21 16:29:30,"Boston Region, Massachusetts",TweetDeck,,"We welcome Transportation Justice grant proposals in response to the COVID-19 pandemic, which has made transportation challenges so much greater in underrepresented and under-served communities. Learn more at https://t.co/RJa69TORIw #mapoli"
mayorkaufusi,2020-04-21 16:29:29,"Provo, UT",Twitter for iPhone,,"COVID-19, live streaming concerts and Best in State—last week was busy! For “The Week in Review,” check out my blog at https://t.co/2QxV8EuLEq. https://t.co/3keS0VvZKO"
88SEATTLE61,2020-04-21 16:29:29,"Seattle, WA",Twitter Web App,,"Join @ThomasLBarr, Executive Director of @LocalFirstAZ, and me LIVE on Instagram at 5 PM today to hear about how COVID-19 is affecting small businesses here in Arizona.

And follow me on Instagram below to receive a notification when the broadcast begins.
https://t.co/MWBF38ogjj"
orangejedi10,2020-04-21 16:29:29,"Columbus, OH",Twitter Web App,,"Now that word has gone out from the CDC to go back through your records and recode any deaths that looked even remotely like COVID-19 as a COVID-19 death, expect to see mini-one-day spikes in death counts from various states - just like we saw from NY.

Hospitals gotta get paid."
FamousRerelola,2020-04-21 16:29:29,"Chicago, IL",Twitter for iPhone,,"Message to the collectives ❤️❤️

Eye know this FAKE ASS COVID-19 got y’all worried spirit stop watching the news and stop focusing on it and start focusing more on yourself so you can buy your land and be prepared when things start to come towards you...GET OUT FEAR AND WALK"
Dedebarker59,2020-04-21 16:29:29,"Medford, OR",Twitter for iPad,"oregon, portland, covid, coronavirus, health",They are out there for you. Stay home for them. Stay home. Save lives. #oregon #portland #covid-19 #coronavirus #health https://t.co/k08TrPTVKj
ptct7,2020-04-21 16:29:29,"McMurray, PA",Twitter Web App,,.@PetersTownship Initiates Neighbors Helping Neighbors Program which enables people with a high risk of contracting COVID-19 to get food and goods delivered to their homes: https://t.co/oql8qM8Vg6
PolitiksAside,2020-04-21 16:29:29,"San Francisco, CA",Twitter for iPhone,,So. The first governor to start re-opening his state is the one who said last month that he didn't know COVID could be passed by asymptomatic persons? Do I have that right?
Victori47048713,2020-04-21 16:29:29,"Washington, USA",Twitter for iPhone,,"Dr. Birx is an Army Colonel and a subject matter expert who has dedicated her life to fighting infectious diseases.

Why shouldn’t she also be able to speak?
 
“Joe Biden: Dr. Anthony Fauci should be 'only person' public hears from during COVID-19 crisis”

https://t.co/K8AsHJLtdA"
OmaPride,2020-04-21 16:29:29,"Deplorable Town, USA",Twitter Web App,,"The WHO predicts that flu, er, I mean, COVID-19 cases, will increase again as we get closer to election day in November.

I predict that the dead will rise on election day and vote for Democrats. 

We're probably both right."
PublicHealthMap,2020-04-21 16:29:29,"Washington, DC",Twitter Web App,"coronavirus, NIH, COVID19","New tool in the fight against #coronavirus outbreak - #NIH issued treatment guidelines for #COVID19 today. Based on published&amp;preliminary data, and clinical expertise from frontline clinicians, this state-of-the-art approach to care is a valuable resource. https://t.co/gKY6EQBj74"
NNomakhosi,2020-04-21 16:29:29,"Atlanta, GA",Twitter for iPhone,,@NomsaMadida That we will only getvthe answer yakhona nge Covid 40
washl003,2020-04-21 16:29:29,"Virginia, USA",Twitter for Android,,WATCH LIVE: New York Gov. Andrew Cuomo gives daily coronavirus update https://t.co/WqVRiz8etr https://t.co/2GzLqnxNjy
rain333333,2020-04-21 16:29:29,"Las Vegas, NV",Twitter Web App,,"Now that word has gone out from the CDC to go back through your records and recode any deaths that looked even remotely like COVID-19 as a COVID-19 death, expect to see mini-one-day spikes in death counts from various states - just like we saw from NY.

Hospitals gotta get paid."
BNEDC,2020-04-21 16:29:28,"Normal, IL",Twitter Web App,"COVID, Illinois",New #COVID recovery fund from @StateFarm and @LISC_CentralIL for Central #Illinois Businesses! via @CIProud  https://t.co/nyH7FtJFyB
Darlene37913986,2020-04-21 16:29:28,"Newport Beach, CA",Twitter for iPhone,,@realDonaldTrump As usual you use this virus to get your anti immigration policy in use. While you deport others from this country with the virus. Now you want businesses to open to infect more people. Seems you are doing your best to spread Covid-19
webnowcompany,2020-04-21 16:29:28,USA,webnowcompany,,"Gnosis, an Open Finance startup that spun out from ConsenSys in 2017, has built a decentralized prediction market platform for COVID-19.The post Open Finan...Read more: https://t.co/E063RLn4uu"
DanHyltonMusic,2020-04-21 16:29:28,"Minneapolis, MN",Twitter Web App,,"@mncraftbrew As part of COVID response, do you know if there's been any change in the law to allow for cans (smaller than crowlers) to be sold direct by breweries for consumption off-premises?"
TheFreshTrumpet,2020-04-21 16:29:28,"South Bend, IN",Twitter for iPhone,,"@SteveNews4 @mshistory65 @TheDoseTweets @NBCNews 1) yes but the reliability of those tests is comparable to reliability with antibody tests, but for some reason you see retroactive benefit of antibody tests as better than the immediate benefit of covid testing, which is in stark contrast to medical consensus on this issue"
NBCNewYork,2020-04-21 16:29:28,"New York, NY",SocialFlow,,"4/20 NYC weed party raided, 40 people busted for breaking COVID-19 order
https://t.co/w2aTfAWqjW"
yelvington,2020-04-21 16:29:27,"Savannah, GA",Twitter for Android,,"This is a photo of President Johnson in 1968 about the time American deaths in Vietnam reached 40,000, the number of Americans dead so far from COVID-19. https://t.co/KU1Gbb9Byf"
Whateva691,2020-04-21 16:29:27,"Nevada, USA",Twitter for iPad,,Everyone seeking to understand the extent of Trump’s botched response to COVID-19 must recognize that Trump wasted one of the country’s best weapons to fight a pandemic: The Strategic National Stockpile of protective equipment. https://t.co/5ABsuqCZnr
hollybushbooks,2020-04-21 16:29:27,"Lancaster County, Pennsylvania",Twitter for iPhone,,Everyone seeking to understand the extent of Trump’s botched response to COVID-19 must recognize that Trump wasted one of the country’s best weapons to fight a pandemic: The Strategic National Stockpile of protective equipment. https://t.co/5ABsuqCZnr
__stephanierae,2020-04-21 16:29:27,Colorado,Twitter for iPhone,,Oxygen saturation is essential any gov muzzling oxygen should be personally sued @NYGovCuomo @POTUS @PhilMurphyNJ @TammyMurphyNJ @CarlHeastie @NYSenatorRivera @revrubendiaz @rubendiazjr Study: Masks Fail to Filter Virus in Coughing COVID-19 Patients https://t.co/1RSsYjb57P
CateFord1,2020-04-21 16:29:26,Florida,Twitter for Android,,"Gov. DeSantis: Florida 'has flattened the curve' without 'draconian orders': (So let's get us opened up again @GovRonDeSantis !!)
https://t.co/KtebStjRMy"
JPROSSER2,2020-04-21 16:29:26,Michigan,Twitter Web App,,"Dr. Birx is an Army Colonel and a subject matter expert who has dedicated her life to fighting infectious diseases.

Why shouldn’t she also be able to speak?
 
“Joe Biden: Dr. Anthony Fauci should be 'only person' public hears from during COVID-19 crisis”

https://t.co/K8AsHJLtdA"
Johanv91,2020-04-21 16:29:26,"Washington, DC",Twitter Web App,,"New paper linking anti-Chinese tweets on Covid to accts w/ hallmark of Russian disinfo ops.

Prime example of what we cited in open letter on anti-Asian racism: ""Injustice &amp; divisions in the US can be exploited by other governments for strategic purposes."" https://t.co/M2qQZEhi2o https://t.co/CaB0M9KLH6 https://t.co/9gAxYCQGAd"
getwhatigive,2020-04-21 16:29:26,"New Haven, CT",Twitter for Android,,"rikers island has become a reservoir of the coronavirus. At least 362 people have been confirmed to have been infected, out of a total inmate population of 3,974. This is six times higher than the infection rate in the city as a whole. https://t.co/yXx5qYU6eV"
ClaudineR66,2020-04-21 16:29:26,"San Diego, CA",Twitter for Android,,Nearly 500 inmates and more than 300 staff have tested positive for COVID-19 at 59 BOP facilities across the country. Twenty-two inmates have died.
itsacheckmate,2020-04-21 16:29:26,"New York, NY",Hootsuite Inc.,"RestaurantRecoveryWeek, optimism, solutions",#RestaurantRecoveryWeek continues today 4/21 2:00-3:00pm EDT. A 5-part webinar series focused on #optimism and #solutions. Part 2-Restaurant Real Estate moderated by Publisher of @RestFinance John Hamburger. Register here: https://t.co/4Tw8XWSMG2
PaulHardersen,2020-04-21 16:29:26,"Tucson, AZ",Twitter for iPhone,,"Richard Epstein, the conservative legal scholar, thinks he knows better than actual epidemiologists. He originally ""projected"" that covid-19 would only kill 500 people in the U.S. &amp; then ""revised"" this to 5,000.

I joked that he was just going to keep adding zeroes, and he is! https://t.co/KZPmRFJbTh"
JoeyWahler,2020-04-21 16:29:26,NY & NJ,Twitter for Android,,Akin to some inmates being released early to avoid Covid. https://t.co/6F6NFnaSSt
whnt,2020-04-21 16:29:26,"Huntsville, Alabama",TweetDeck,,"Gov. Ivey: Got to see covid-19 rate declining more than it is, for a period of 10-14 days. Read the numbers, don't get impatient. @whnt"
stablevalue,2020-04-21 16:29:26,"Washington, DC",Hootsuite Inc.,,Here are 8 helpful tips to help you stay healthy and productive as you work from home. https://t.co/CtZfdibT9d https://t.co/H1U9l8ipQc
CameronMMurray,2020-04-21 16:29:25,"Hobart, WA",Twitter Web App,,Dunking on people who die of covid-19 after doubting widespread lockdown orders is becoming a media sport. And it's pretty ugly. https://t.co/BTEoE1BbPz
rootbanx,2020-04-21 16:29:25,"Michigan, USA",Twitter Web App,,"Crisis Standards of Care guidelines, used when hospitals have critical shortages, aim to benefit the most people while treating individual cases fairly. But  some factors make it almost certain minority patients will be cut off first, write these ER docs. https://t.co/NqEOhO5LwU"
timpawlik,2020-04-21 16:29:25,"Columbus, OH",Twitter for iPhone,,"We thought through this framework weeks ago when developing a plan for surgery in the time of COVID-19. 

Still relevant now as many are starting to think about how to resume procedures. 

Need info, all about  #theTeam, reassess, reassess, reassess

 https://t.co/zUOfPiky3o https://t.co/Dzk9TcaKDl"
Fmt1911Mark,2020-04-21 16:29:25,USA,Twitter for iPhone,,"@christnprophecy Are Christian's to serve at our post or run from the CoronaVirus? - by Joseph Cortes
https://t.co/J30pYBzxsN"
winthropma02152,2020-04-21 16:29:25,"Winthrop, MA",Twitter for iPhone,,"K-12 schools in Massachusetts will not reopen this academic year, Gov. Charlie Baker just announced, marking the latest dramatic COVID-19 response.  Baker also says he'll have more to say soon about reopening the economy. #mapoli"
VariousStrata,2020-04-21 16:29:25,Coming to your town USA,Twitter for Android,,This massive loss of life from Covid-19 does not seem to phase Trump. He is unapologetic for all his egocentric mistakes. #TrumpLiesAmericansDie #TrumpLiesPeopleDie #psychopathtrump #TrumpGenocide
UnrealDTrumpy,2020-04-21 16:29:24,CA,Twitter for iPhone,,"@kathrynresister No, they aren’t reachable no matter how many people die from the pandemic. I wish they were. No point in wondering why they consistently vote against their interests either. Doesn’t matter to them that 45 ignored warnings from professionals &amp; downplayed the gravity of Covid-19."
CommonssenseP,2020-04-21 16:29:24,"Georgia, USA",Twitter for Android,,"Since these “95%” and “96%” polls don’t actually exist, @realDonaldTrump, why not just say “100%” or “120%”?

And now that 42,000 have died of covid-19, do you have anything to say to the families of the many thousands of them who died because you lied about the virus for weeks? https://t.co/pwtrNAZ969"
ToddErieAgent,2020-04-21 16:29:24,"Bel Air, MD",Twitter for Android,,"ERIE announced that we will provide $200 million in relief directly to personal and commercial auto insurance customers, pending regulatory approval. This assistance is in addition to the reduced rates announced for customers earlier this month.
 
   https://t.co/zt6puy6vTp"
GinjerH,2020-04-21 16:29:24,"Texas, USA",Twitter for Android,,"This morning nurses protested for PPE - in front of the White House.

They read the names of healthcare workers who have given their lives trying to save others from COVID-19.

And the list felt endless.

This situation is unacceptable. We need to support our nurses. Now. https://t.co/jKl4JpKP3L"
Lord_WiLs,2020-04-21 16:29:24,"Pennsylvania, USA",Twitter for iPhone,,"Liberals LOOOOVE COVID-19. They defend it like you insulted their mother if you question it.

Why is that?

Nov 3rd."
MisuzT,2020-04-21 16:29:24,"New Hampshire, USA",Twitter for iPhone,,"The lockdowns must continue, unless you're Bill Clinton's former press secretary who works at ABC News or you're the CNN anchor brother of New York's Democrat governor. That's different. All animals are equal, but some animals are more equal than others. https://t.co/YAbSbMfbMQ"
mrspc48,2020-04-21 16:29:24,"Wisconsin, USA",Twitter for Android,,"This is genocide. Republican party leaders want to satisfy their own material needs by killing the most vulnerable. They know that black and brown people are disproportionately dying from Covid-19.

White people must speak out now. Don't be complicit.

https://t.co/KaGnXzrk8O"
kopfgeschlagen,2020-04-21 16:29:24,"Fargo, ND",Twitter for iPhone,,"Today's COVID-19 case data for North Dakota:
* 18 new cases for a total of 644
* 255 total cases in Cass County
* 13 deaths, 17 currently hospitalized &amp; 214 recovered
* 14,987 total tests, including 240 yesterday. Yesterday's positive rate was 7.5%.

And there is some new info &gt;&gt;"
TysonBrand,2020-04-21 16:29:24,"Springdale, Arkansas USA",Conversocial,,"@Jdougherty02 We understand your concern. COVID-19 is not considered a food safety concern by the CDC, USDA, or FDA. We’re employing several strategies to help ensure safety and health on the job, including some that go beyond CDC guidance. You can learn more here: https://t.co/IHdn3XszRv."
HispanicOutlook,2020-04-21 16:29:24,"Fair Lawn, NJ",Twitter Web App,,"Forty-nine percent of New York City residents believe we should wait until after June 1 to reopen all non-essential businesses, according to the latest @CUNYSPH study. 

When do you think New York City should reopen non-essential businesses? https://t.co/LvqieB6jTD https://t.co/82yqOpKPoY"
steventeaster,2020-04-21 16:29:23,"Los Angeles, CA",Twitter for Android,"SocialDistancing, Covid_19, dogsduringlockdown","#SocialDistancing #Covid_19 
#dogsduringlockdown 
Well I'm Enjoying It...🐕💤 https://t.co/rhjrGKKPaf"
ScottWalker,2020-04-21 16:29:23,"Wisconsin, USA",Twitter for iPhone,,"As of 10:00am, data on https://t.co/PNbeRzUMm4 shows total # of COVID-19 patients is down 83 over past 7 days &amp; inpatients with COVID-19 test pending is down 36. 

We’re trending in the right direction, so why is WI closed until Memorial Day weekend?!? This is not logical. https://t.co/fzLyhKDtQ4"
Goddosupido,2020-04-21 16:29:23,"New York, USA",Twitter Web App,,"Reminder: While Trump was banning all in-bound flights from China only 10 days after the first reported case of COVID-19 in our country, Pelosi was handing out her $50,000 commemorative impeachment pens."
griefminister01,2020-04-21 16:29:23,Dallas TX,Twitter for iPhone,,ANTICIPATORY GRIEF IN THE TIME OF COVID-19 https://t.co/7ccXTPsSJ6 https://t.co/YnIvpx1oow
downey,2020-04-21 16:29:23,"Portland, OR",Twitter Web App,,"A @UN ""Solidarity Flight"" has arrived in Africa, carrying critical medical cargo from @WHO. 

The cooperation of governments, industry, and generous donations to the #COVID19Fund make this work possible. 
See it in action: https://t.co/V8VSkVtQEu"
Alexlovesoreos_,2020-04-21 16:29:22,"Chicago, IL",Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
braintwat,2020-04-21 16:29:22,"Revolutionary Road, USA",Twitter Web App,America,#America why are we facing this pandemic crisis with unemployment &amp; basically being demanded to stay home 🤫 this reminds me of communism ! Thanks to all these globalist establishment controlled deep state bastards ! COVID-19 was planned not accidental !! #WWGIWGA #MAGA 🇺🇸🇮🇱⚔️💪 https://t.co/fMwPxuNr3Y
mattalley413,2020-04-21 16:29:22,"Kentucky, USA",Twitter for Android,,TODAY: 300+ @Amazon workers are calling out in a national mass action to protest unsafe working conditions during covid crisis + firing of whistleblowers. Join us in National Week of Action to #ProtectAmazonWorkers: SIGN THIS—&gt;https://t.co/uO9zu81FUq RT to amplify! ✊#WeAreAthena https://t.co/B8S9N8BRH3
MaryLunaEnderle,2020-04-21 16:29:22,"Wentzville, MO",Twitter for iPhone,,"GA-based @UPS is donating $15M to help address food security, health care, education &amp; financial sustainability amid #COVID19. This money will also maintain nonprofits during &amp; after recovery.
 
Thanks @UPS for helping communities as we navigate through &amp; recover from COVID-19."
divinitydust,2020-04-21 16:29:22,"Fullerton, CA",Twitter for iPhone,,"Festival season:

Covid-19: https://t.co/tBheMusyiE"
TPInsidr,2020-04-21 16:29:22,Virginia,Twitter Web App,,AOC Whines That People Are Dying From 'Pre-Existing' Racism And Inequality Amid COVID-19 Pandemic https://t.co/8sLzysFJuA @TPInsidr #AAG #AAG2020
IAGolfer2,2020-04-21 16:29:22,Near Leesburg VA,Twitter for iPad,,"You coulda traded a Filet-O-Fish today for a dozen barrels of oil, and they still think COVID is a New York hoax."
gardenofthegods,2020-04-21 16:29:22,I am not affiliated w/pk in CO,Twitter Web App,COVID,"From Sweden: a new study shows at least 11 percent of people in Stockholm have #COVID antibodies (meaning they already have had COVID and recovered). The actual number is likely much higher. (Another scientist in the article says the real figure is 1/3.)

https://t.co/tmXizkqTbZ"
aapete15,2020-04-21 16:29:22,"Amelia Island, Florida",Twitter for iPad,,More than 800K COVID-19 cases. More than 43K deaths since 2/29. @realDonaldTrump This is your legacy as POTUS. https://t.co/gMGKcfHj62
markdagreat23,2020-04-21 16:29:22,"Manhattan, NY",Twitter for Android,,"In Ukraine, this is how a child was loaded up in the ambulance and taken to the hospital after he was confirmed to have COVID-19 💔

This is not a scene out of a horror movie, this is real life. 

And people here are taking it as a joke?! ARE YOU SERIOUS?! 

LOOK AT THIS! https://t.co/pyZU16ENIj"
HealthcareGA,2020-04-21 16:29:21,"Atlanta, GA",Twitter Web App,,"COVID-19 continues to spread across the U.S. in an uneven manner, and there are stark differences between the urban and rural area challenges. @AmCommPro has assembled an interactive map where you can learn more about these specific impact areas: https://t.co/Qvl4GyJoMU"
RSNA,2020-04-21 16:29:21,"Oak Brook, IL",Twitter Web App,,Published today in @radiology_rsna: Cardiothoracic Imaging — CT on the Diamond Princess: What Might This Tell Us About Sensitivity for COVID-19? https://t.co/927zcedGz4 #COVID19 #ChestRad https://t.co/XHhCktRvwi
neb4pete,2020-04-21 16:29:21,Nebraska,Twitter for Android,,"There is a way to safely reopen by summer, and stay open. It won’t be easy but it can be done. https://t.co/KCYF1ix82C"
cshannonmc,2020-04-21 16:29:21,"Washington, DC",Twitter for iPhone,,Just last July April proudly accepted an award at the @NACDD national conference https://t.co/HMXEzJMT8Q
westptconstruct,2020-04-21 16:29:20,"Houston, TX",Twitter for iPhone,,"As COVID-19 ravages the physical and business health of the nation, its impact on the Houston real estate market only began to set in during the last week of March. Read our full Market Update here- https://t.co/iF0GlgzVQv #RealEstate #HousingMarket https://t.co/lnsToP8QnS"
MVPHealthCare,2020-04-21 16:29:20,NY and VT,Hootsuite Inc.,,"In effort to make it easier to find a doctor, we've teamed up with @medialogic to create a one-stop website. Try Telemedicine First can be used as a first step for people who believe they may be experiencing COVID-19 symptoms. Learn more from @WNYT: https://t.co/7bZmvosiqg"
xkot,2020-04-21 16:29:20,"San Antonio, TX",Twitter for iPhone,,"Tested positive for COVID-19. Before my symptoms worsened this weekend, they were so mild they were almost undetectable. 

I worry that many others are experiencing the same, and carrying the virus without realizing it. Sharing a few things I wish I looked for 

/thread"
GiganticIdeas,2020-04-21 16:29:20,"Oakland, Calif., USA",Twitter Web App,,"As @CivilEats says, urban home gardens can provide comfort, inspiration, food security and will be an important activity during this time. For more resources on gardening at home, check out our page: https://t.co/zCczLR3QIw https://t.co/nY0413h6oc"
vrosalia2,2020-04-21 16:29:20,"Colorado, USA",Twitter for iPad,,"Laura Loomer, “As a result of the COVID-19 lockdown, 22 mil+ Americans R unemployed, &amp; while Americans struggle to pay rent &amp;feed their families. 

It’s time 4 Pelosi’s paycheck to be frozen like her luxury freezer full of gourmet ice cream.”

Plz Donate 
https://t.co/iGp2WEY628 https://t.co/87v96685s0"
steveinoregonc,2020-04-21 16:29:20,"Oregon, USA",Twitter for iPhone,,"MUST-READ: ""Trump Says He’ll End Obama-Era Funding To Chinese Lab That May Have Spawned The Coronavirus""

(@DailyCaller @DavidKrayden)

https://t.co/Nf7Tvr2RGF"
kevinrmallon,2020-04-21 16:29:20,"Brooklyn, NY",Twitter for iPhone,nursinghomes,"""We have failed our nursing homes and all those who live and work there."" Terry Fulmer, PhD, RN, FAAN, on #nursinghomes in a new blog details actions to take now &amp; long-term strategy:
https://t.co/CFWHBpe5OC https://t.co/Fch7A6XkaX"
Bill_Huff,2020-04-21 16:29:20,People's Republic of CA,Twitter for iPhone,,60 workers test positive for COVID-19 at Michigan meat packaging plant | https://t.co/bam3SBpbxj https://t.co/UONHDa4Vi8
SoltisNancy,2020-04-21 16:29:20,"Milwaukee, WI",Twitter for iPhone,,"This morning nurses protested for PPE - in front of the White House.

They read the names of healthcare workers who have given their lives trying to save others from COVID-19.

And the list felt endless.

This situation is unacceptable. We need to support our nurses. Now. https://t.co/jKl4JpKP3L"
dawnnevel,2020-04-21 16:29:19,"Arkansas, USA",Twitter for iPhone,COVID,"Sara Carter: 'The Chinese Communist Party Has Hidden So Many Factors About #COVID From The World' 

https://t.co/SOXlnk8qAU"
JlfLindley,2020-04-21 16:29:19,"Chandler, AZ",Twitter for iPhone,12News,I-TEAM: Valley bus driver who warned of lack of PPE now hospitalized with COVID-19 https://t.co/MpaaILgLiV via #12News
